time_s,x_m,y_m,z_m,dist_m
79.600,0.751032,-0.827879,1.702700,1293.991335
79.633,0.714507,-0.814693,1.699781,1294.030276
79.667,0.728984,-0.830300,1.702478,1294.051734
79.700,0.707004,-0.822323,1.700045,1294.075243
79.733,0.715262,-0.812009,1.688183,1294.093000
79.767,0.688063,-0.826718,1.702069,1294.126897
79.800,0.687881,-0.821274,1.695834,1294.135177
79.833,0.682902,-0.816856,1.689236,1294.144549
79.867,0.681282,-0.792549,1.674656,1294.172939
79.900,0.686859,-0.816550,1.684872,1294.199613
79.933,0.670117,-0.808085,1.685240,1294.218378
79.967,0.657324,-0.811942,1.687081,1294.231866
80.000,0.679825,-0.810247,1.676126,1294.256950
80.033,0.664931,-0.800373,1.672692,1294.275146
80.067,0.668023,-0.799087,1.668304,1294.280666
80.100,0.686871,-0.795644,1.658517,1294.302180
80.133,0.647405,-0.803029,1.671405,1294.344349
80.167,0.662148,-0.798369,1.662436,1294.362224
80.200,0.661571,-0.785119,1.649083,1294.381045
80.233,0.683741,-0.800842,1.649334,1294.408225
80.267,0.691790,-0.791423,1.638575,1294.424634
80.300,0.679066,-0.783186,1.630183,1294.441960
80.333,0.664839,-0.814647,1.651852,1294.482725
80.367,0.686154,-0.793341,1.628554,1294.520819
80.400,0.682633,-0.769663,1.606449,1294.553402
80.433,0.677705,-0.773164,1.605277,1294.559560
80.467,0.651724,-0.833938,1.669737,1294.651884
80.500,0.641802,-0.820401,1.659970,1294.671303
80.533,0.640219,-0.816043,1.656261,1294.677240
80.567,0.638995,-0.813053,1.654225,1294.681059
80.600,0.634564,-0.806027,1.649690,1294.690523
80.633,0.636648,-0.801562,1.645605,1294.696923
80.667,0.631228,-0.790905,1.639760,1294.710232
80.700,0.639095,-0.792672,1.642340,1294.718697
80.733,0.629852,-0.809417,1.660901,1294.745349
80.767,0.625756,-0.805356,1.658834,1294.751477
80.800,0.593364,-0.718296,1.599541,1294.861678
80.833,0.587934,-0.712254,1.596188,1294.870466
80.867,0.582319,-0.705209,1.590986,1294.880869
80.900,0.581562,-0.705651,1.590167,1294.882069
80.933,0.573671,-0.693497,1.583648,1294.897959
80.967,0.612975,-0.777050,1.629425,1295.001019
81.000,0.611696,-0.781877,1.632877,1295.007089
81.033,0.567146,-0.679363,1.573829,1295.133503
81.067,0.611049,-0.771630,1.626424,1295.248425
81.100,0.612931,-0.768026,1.626817,1295.252510
81.133,0.616644,-0.768466,1.627618,1295.256333
81.167,0.630325,-0.773309,1.636871,1295.273545
81.200,0.616742,-0.749130,1.625645,1295.303464
81.233,0.618306,-0.743791,1.627078,1295.309208
81.267,0.635536,-0.754502,1.639557,1295.333027
81.300,0.635416,-0.741557,1.637432,1295.346146
81.333,0.623557,-0.719592,1.630780,1295.371979
81.367,0.636892,-0.723159,1.640783,1295.389027
81.400,0.641027,-0.713809,1.642387,1295.399375
81.433,0.638167,-0.704943,1.648405,1295.410466
81.467,0.545100,-0.463785,1.546464,1295.688334
81.500,0.544359,-0.451031,1.553213,1295.702782
81.533,0.637700,-0.493457,1.550925,1295.805337
81.567,0.638681,-0.652384,1.669797,1296.003805
81.600,0.618418,-0.660769,1.689211,1296.033093
81.633,0.522646,0.143661,1.485011,1296.868544
81.667,0.527916,0.145697,1.491886,1296.877443
81.700,0.636114,-0.605245,1.665437,1297.655736
81.733,0.545807,0.162802,1.501779,1298.446201
81.767,0.546098,0.180386,1.511280,1298.466190
81.800,0.555252,0.194273,1.516531,1298.483631
81.900,0.557106,-0.514583,1.626306,1299.200939
81.933,0.556411,-0.505785,1.623227,1299.210287
81.967,0.555605,-0.491965,1.619740,1299.224562
82.000,0.558097,-0.478045,1.615234,1299.239404
82.033,0.556683,-0.468638,1.611882,1299.249490
82.067,0.558800,-0.456282,1.608129,1299.262576
82.100,0.556594,-0.451712,1.606062,1299.268055
82.133,0.556757,-0.442231,1.603459,1299.277888
82.167,0.557708,-0.433795,1.600307,1299.286944
82.200,0.558675,-0.430586,1.597067,1299.291606
82.233,0.588237,-0.407385,1.585212,1299.331011
82.267,0.588585,-0.399161,1.581379,1299.340091
82.300,0.589083,-0.389779,1.576741,1299.350568
82.333,0.589228,-0.378930,1.571719,1299.362524
82.367,0.588766,-0.369477,1.566232,1299.373465
82.400,0.588780,-0.358578,1.560222,1299.385910
82.433,0.588624,-0.347612,1.554290,1299.398379
82.467,0.593425,-0.319542,1.549025,1299.427339
82.500,0.595086,-0.292625,1.544285,1299.454721
82.533,0.596614,-0.275239,1.538795,1299.473016
82.567,0.600359,-0.246839,1.534515,1299.501981
82.600,0.589576,-0.227276,1.529318,1299.524915
82.633,0.615306,-0.165071,1.530216,1299.592238
82.667,0.711708,-0.242609,1.431976,1299.750214
82.700,0.714926,-0.225324,1.426829,1299.768534
82.733,0.716419,-0.232038,1.401586,1299.794697
82.767,0.700236,-0.169731,1.411294,1299.859799
82.800,0.710811,-0.259525,1.353600,1299.967053
82.833,0.714842,-0.262533,1.333012,1299.988247
82.867,0.716942,-0.259649,1.317672,1300.003996
82.900,0.719017,-0.256565,1.304091,1300.018076
82.933,0.718017,-0.236110,1.289102,1300.043455
82.967,0.713104,-0.233839,1.273617,1300.059858
83.000,0.706261,-0.231652,1.260822,1300.074532
83.033,0.703486,-0.234124,1.245121,1300.090667
83.067,0.711255,-0.236255,1.232259,1300.105844
83.100,0.721971,-0.319011,1.191104,1300.198887
83.133,0.705047,-0.233816,1.209398,1300.287652
83.167,0.700062,-0.233698,1.196028,1300.301922
83.200,0.700727,-0.237365,1.182178,1300.316264
83.233,0.709869,-0.240851,1.169000,1300.332678
83.267,0.697960,-0.248357,1.155211,1300.352384
83.300,0.705673,-0.261613,1.135490,1300.377367
83.333,0.706628,-0.264172,1.126075,1300.387170
83.367,0.715220,-0.249717,1.130733,1300.404619
83.400,0.702399,-0.251247,1.123284,1300.419525
83.433,0.701995,-0.251249,1.116407,1300.426414
83.467,0.703850,-0.249169,1.109669,1300.433706
83.500,0.718894,-0.247515,1.102948,1300.450265
83.533,0.721770,-0.245755,1.095434,1300.458501
83.567,0.725014,-0.244756,1.088993,1300.465782
83.600,0.730632,-0.240193,1.083312,1300.474983
83.633,0.735445,-0.238696,1.075453,1300.484320
83.667,0.739698,-0.237850,1.067199,1300.493643
83.700,0.745928,-0.241558,1.055060,1300.507782
83.733,0.758993,-0.253970,1.037011,1300.533288
83.767,0.765804,-0.250942,1.027430,1300.545426
83.800,0.772229,-0.247272,1.017115,1300.558121
83.833,0.646761,0.099880,1.180635,1300.961847
83.867,0.662531,0.141666,1.187961,1301.007106
83.900,0.669420,0.155839,1.182382,1301.023824
83.933,0.676785,0.169706,1.176199,1301.040699
83.967,0.677385,0.171421,1.167604,1301.049484
84.000,0.687003,0.192233,1.168575,1301.072431
84.033,0.689419,0.201721,1.166261,1301.082492
84.067,0.700955,0.211054,1.159800,1301.098676
84.100,0.691835,0.217080,1.155836,1301.110304
84.133,0.694267,0.230811,1.156579,1301.124268
84.167,0.702340,0.236335,1.150535,1301.135767
84.200,0.704818,0.243986,1.148500,1301.144063
84.233,0.707090,0.254420,1.148026,1301.154752
84.267,0.721344,0.262961,1.143587,1301.171952
84.300,0.706526,0.266131,1.140586,1301.187399
84.333,0.719877,0.275330,1.138141,1301.203796
84.367,0.719333,0.278549,1.135770,1301.207830
84.400,0.718959,0.285554,1.134917,1301.214896
84.433,0.718812,0.291899,1.136108,1301.221354
84.467,0.734573,0.299787,1.132550,1301.239334
84.500,0.736464,0.309199,1.135638,1301.249418
84.533,0.760412,0.301250,1.113005,1301.283314
84.567,0.748474,0.316887,1.132797,1301.311221
84.600,0.763276,0.315753,1.119118,1301.331408
84.633,0.746186,0.318253,1.131818,1301.352847
84.667,0.759782,0.316968,1.117839,1301.372390
84.700,0.765991,0.311879,1.113288,1301.381618
84.733,0.765963,0.315208,1.114081,1301.385041
84.767,0.767259,0.315452,1.112045,1301.387466
84.800,0.776132,0.324611,1.117227,1301.401231
84.833,0.764599,0.326741,1.119394,1301.413158
84.867,0.763090,0.318903,1.113681,1301.422973
84.900,0.766860,0.319896,1.113148,1301.426909
84.933,0.769784,0.326409,1.116808,1301.434931
84.967,0.777171,0.326311,1.115089,1301.442516
85.000,0.774371,0.335628,1.121503,1301.454169
85.033,0.780132,0.341269,1.122933,1301.462357
85.067,0.773725,0.335637,1.121891,1301.470950
85.100,0.774746,0.341655,1.126441,1301.478564
85.133,0.787870,0.343228,1.126875,1301.491789
85.167,0.783375,0.342683,1.127347,1301.496341
85.200,0.773201,0.333029,1.124236,1301.510708
85.233,0.776018,0.340549,1.128613,1301.519854
85.267,0.779689,0.335119,1.125288,1301.527203
85.300,0.773727,0.327037,1.122553,1301.537611
85.333,0.791296,0.344015,1.131376,1301.563587
85.367,0.774932,0.335286,1.128736,1301.582321
85.400,0.774571,0.340534,1.132885,1301.589021
85.433,0.787980,0.340267,1.129560,1301.602839
85.467,0.774624,0.338502,1.132567,1301.616642
85.500,0.785005,0.330933,1.126765,1301.630738
85.533,0.785721,0.348552,1.136706,1301.650980
85.567,0.772154,0.335935,1.131612,1301.670195
85.600,0.775224,0.336768,1.131967,1301.673395
85.633,0.790566,0.330921,1.127927,1301.690304
85.667,0.774408,0.328185,1.128712,1301.706711
85.700,0.777433,0.328651,1.130150,1301.710094
85.733,0.777772,0.327052,1.131546,1301.712243
85.767,0.773216,0.325532,1.129557,1301.717440
85.800,0.767925,0.335002,1.138649,1301.731594
85.833,0.775125,0.322031,1.131273,1301.748162
85.867,0.780011,0.323255,1.130623,1301.753240
85.900,0.784539,0.322962,1.132343,1301.758093
85.933,0.777873,0.324034,1.137063,1301.766332
85.967,0.785034,0.322439,1.137349,1301.773674
86.000,0.784957,0.316270,1.136246,1301.779941
86.033,0.779180,0.313672,1.137201,1301.786347
86.067,0.777937,0.320632,1.144733,1301.796677
86.100,0.763673,0.321780,1.161300,1301.818569
86.133,0.783506,0.317822,1.145341,1301.844332
86.167,0.784575,0.317868,1.148156,1301.847344
86.200,0.771051,0.307242,1.145768,1301.864709
86.233,0.775792,0.313159,1.152087,1301.874579
86.267,0.784819,0.306975,1.149195,1301.885896
86.300,0.777472,0.303953,1.152790,1301.894616
86.333,0.787917,0.302458,1.153133,1301.905172
86.367,0.782862,0.308761,1.162912,1301.917858
86.400,0.774889,0.304794,1.165919,1301.927257
86.433,0.764970,0.301284,1.169274,1301.938301
86.467,0.776543,0.302748,1.174453,1301.951065
86.500,0.774146,0.301437,1.178244,1301.955738
86.533,0.780358,0.313568,1.189558,1301.973452
86.567,0.772027,0.303421,1.189482,1301.986582
86.600,0.767591,0.304642,1.195371,1301.994055
86.633,0.776374,0.307520,1.202898,1302.005975
86.667,0.762444,0.308480,1.210807,1302.022022
86.700,0.819438,-0.093119,1.018060,1302.471111
86.733,0.750303,0.302824,1.231696,1302.926293
86.767,0.751532,0.294167,1.232052,1302.935044
86.800,0.755229,0.301815,1.241888,1302.948041
86.833,0.743671,0.304905,1.251037,1302.963102
86.867,0.741137,0.294645,1.251696,1302.973692
86.900,0.744083,0.300495,1.262273,1302.986133
86.933,0.738770,0.290403,1.262825,1302.997551
86.967,0.730100,0.292388,1.270161,1303.009081
87.000,0.785396,-0.041031,1.090923,1303.391642
87.033,0.779833,-0.037472,1.098153,1303.401434
87.067,0.774603,-0.034895,1.103301,1303.409212
87.100,0.702543,0.259332,1.277596,1303.758698
87.133,0.706525,0.258392,1.281466,1303.764329
87.167,0.696820,0.253303,1.284695,1303.775753
87.200,0.693405,0.244044,1.283779,1303.785664
87.233,0.685253,0.250681,1.294613,1303.800759
87.267,0.681366,0.244030,1.295121,1303.808479
87.300,0.688109,0.245407,1.300717,1303.817349
87.333,0.809496,-0.085956,1.104957,1304.220906
87.367,0.751764,-0.010936,1.155413,1304.328176
87.400,0.795959,-0.073378,1.121013,1304.412055
87.433,0.744483,-0.004332,1.167984,1304.510154
87.467,0.744394,-0.007858,1.174215,1304.517313
87.500,0.739307,-0.008521,1.177130,1304.523214
87.533,0.733717,0.002561,1.188891,1304.540312
87.567,0.759856,-0.032495,1.167217,1304.589118
87.600,0.727157,0.004839,1.197984,1304.647510
87.633,0.721832,0.007030,1.204144,1304.655943
87.667,0.717508,0.008771,1.210741,1304.664020
87.700,0.715091,-0.004261,1.207444,1304.677678
87.733,0.707548,0.011248,1.219929,1304.698969
87.767,0.705910,-0.001820,1.217907,1304.712293
87.800,0.700050,0.016383,1.233085,1304.736707
87.833,0.698559,0.003212,1.230395,1304.750233
87.867,0.714087,-0.009755,1.222834,1304.771830
87.900,0.703019,0.001685,1.237409,1304.793413
87.933,0.684493,0.093013,1.297150,1304.904106
87.967,0.676498,0.072327,1.293733,1304.926545
88.000,0.673613,0.074053,1.298574,1304.932439
88.033,0.672767,0.059470,1.295145,1304.947444
88.067,0.682505,0.016099,1.274484,1304.996462
88.100,0.679859,0.018296,1.280638,1305.003513
88.133,0.678620,0.020904,1.286682,1305.010211
88.167,0.667677,0.085390,1.328439,1305.087811
88.200,0.663584,0.087029,1.332529,1305.093825
88.233,0.661533,0.075221,1.331515,1305.105853
88.267,0.667573,0.088672,1.338463,1305.122152
88.300,0.664739,0.094688,1.346552,1305.132624
88.333,0.664354,0.096933,1.351220,1305.137818
88.367,0.666994,0.095789,1.353034,1305.141219
88.400,0.665237,0.099720,1.357769,1305.147620
88.433,0.668619,0.096809,1.357364,1305.152100
88.467,0.667733,0.103475,1.364132,1305.161641
88.500,0.684892,0.042148,1.329155,1305.234297
88.533,0.673809,0.109219,1.372672,1305.315013
88.567,0.677008,0.112951,1.378054,1305.322302
88.600,0.681185,0.112383,1.378792,1305.326582
88.633,0.682278,0.116897,1.383075,1305.332900
88.667,0.683164,0.122024,1.388242,1305.340232
88.700,0.680265,0.128455,1.393704,1305.349153
88.733,0.679422,0.134122,1.401106,1305.358514
88.767,0.697060,0.146646,1.398953,1305.380253
88.800,0.696118,0.149573,1.401236,1305.384082
88.833,0.689040,0.145035,1.401169,1305.392490
88.867,0.691696,0.144957,1.398975,1305.395935
88.900,0.689383,0.146348,1.406862,1305.404272
88.933,0.692294,0.149720,1.411717,1305.410861
88.967,0.695290,0.153477,1.421433,1305.421700
89.000,0.697943,0.151700,1.422597,1305.425100
89.033,0.703178,0.151430,1.425308,1305.431001
89.067,0.701687,0.151658,1.435891,1305.441691
89.100,0.624510,0.156288,1.542304,1305.573225
89.133,0.624616,0.151839,1.545393,1305.578643
89.167,0.625350,0.150427,1.549999,1305.583516
89.200,0.627951,0.151881,1.555800,1305.590038
89.233,0.629538,0.145052,1.557325,1305.597213
89.267,0.632909,0.149767,1.565979,1305.607629
89.300,0.641397,0.156931,1.573858,1305.621247
89.333,0.643951,0.152362,1.579381,1305.628857
89.367,0.646611,0.150854,1.587587,1305.637614
89.400,0.647173,0.147735,1.596195,1305.646787
89.433,0.649103,0.143738,1.602375,1305.654396
89.467,0.656466,0.149367,1.610981,1305.667043
89.500,0.659457,0.145724,1.616168,1305.674052
89.533,0.662167,0.149328,1.626297,1305.685139
89.567,0.667826,0.150401,1.632525,1305.693622
89.600,0.665422,0.143323,1.639406,1305.703782
89.633,0.667609,0.146803,1.648783,1305.714020
89.667,0.670662,0.141095,1.652706,1305.721590
89.700,0.674242,0.148058,1.663361,1305.734812
89.733,0.682075,0.149074,1.667699,1305.743823
89.767,0.635077,0.147964,1.673238,1305.791159
89.800,0.642213,0.146892,1.676104,1305.798924
89.833,0.700868,0.139187,1.675334,1305.858088
94.167,0.792650,0.533812,2.318048,1306.617848
94.400,0.821718,0.575763,2.339933,1306.673378
94.433,0.822364,0.578836,2.343008,1306.677774
94.467,0.826577,0.583898,2.345367,1306.684770
94.500,0.831942,0.588082,2.347055,1306.691780
94.533,0.832995,0.593975,2.353010,1306.700224
94.567,0.836239,0.596548,2.355533,1306.705073
94.600,0.836187,0.597810,2.357894,1306.707750
94.633,0.838467,0.601488,2.364855,1306.715946
94.667,0.843157,0.602740,2.366491,1306.721068
94.700,0.848644,0.608290,2.371474,1306.730328
94.733,0.848274,0.612679,2.376940,1306.737348
94.767,0.851592,0.615483,2.382513,1306.744414
94.800,0.855665,0.620255,2.389134,1306.753535
94.833,0.856688,0.620396,2.392789,1306.757334
94.867,0.860440,0.622672,2.397628,1306.763866
94.900,0.862762,0.625289,2.406511,1306.773414
94.933,0.866382,0.625140,2.410049,1306.778478
94.967,0.869142,0.628472,2.419070,1306.788482
95.000,0.871856,0.627433,2.423051,1306.793412
95.033,0.872564,0.626069,2.426763,1306.797429
